host_response_time,host_response_rate,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,is_business_travel_ready,cancellation_policy,year,month
within an hour,90%,f,4,-22.90995536,-43.1713825,Apartment,Private room,4,1,1,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,Kitchen,""Smoking allowed"",Doorman,Elevator,""Family/kid friendly"",Essentials}",0,$68.00 ,,,1,$100.00 ,1,21,87,9,8,10,10,9,9,f,f,strict,2018,4
within an hour,100%,f,1,-22.97051527,-43.18668512,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",""First aid kit"",Essentials,Hangers,Iron,""Host greets you""}",,$120.00 ,,$100.00 ,1,$0.00 ,2,26,93,9,10,10,10,9,9,f,f,strict,2018,4
within a few hours,100%,t,1,-23.01710105,-43.45057243,Apartment,Private room,2,2,1,2,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,""Pets live on this property"",Dog(s),Elevator,Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Wide doorway"",""Flat path to front door"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Accessible-height bed"",""Step-free access"",""Wide doorway"",""Accessible-height toilet"",""Wide clearance to shower, toilet"",""Step-free access"",""Wide entryway""}",,$65.00 ,$0.00 ,$0.00 ,2,$0.00 ,1,35,98,10,10,10,10,10,10,t,f,moderate,2018,4
a few days or more,43%,f,3,-22.96040106,-43.16638172,Apartment,Entire home/apt,10,2,2,6,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance""}",,$550.00 ,"$9,000.00 ",$220.00 ,4,$100.00 ,2,6,97,9,10,9,10,9,9,f,f,strict,2018,4
,,f,1,-22.91544151,-43.2397321,Apartment,Private room,1,,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning""}",,$134.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,flexible,2018,4
,,f,1,-22.98326425,-43.19469674,Apartment,Entire home/apt,3,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$161.00 ,,,1,$0.00 ,2,2,100,10,6,10,10,10,10,t,f,moderate,2018,4
within a few hours,100%,f,1,-22.96905131,-43.18819141,Apartment,Entire home/apt,2,1,0,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$181.00 ,,,2,$0.00 ,4,13,94,10,9,10,10,10,9,t,f,strict,2018,4
within an hour,100%,t,5,-22.97617846,-43.19749998,Apartment,Entire home/apt,5,2.5,3,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Pack ’n Play/travel crib"",""Room-darkening shades"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",,$427.00 ,,$180.00 ,4,$80.00 ,2,82,97,10,9,10,10,10,10,f,f,strict,2018,4
,,f,1,-22.93400644,-43.18073158,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher""}",,$632.00 ,"$2,526.00 ",$421.00 ,6,$63.00 ,3,4,95,10,9,10,10,10,9,f,f,strict,2018,4
within a few hours,100%,f,1,-22.9733693,-43.2270664,Apartment,Entire home/apt,3,2,2,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",""Hot tub"",""Family/kid friendly"",Washer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",Other}",,$283.00 ,"$1,200.00 ",$150.00 ,2,$50.00 ,5,17,96,10,10,10,10,10,9,f,f,strict,2018,4
within a day,83%,f,4,-22.92746506,-43.19261743,House,Private room,2,2,1,1,Real Bed,"{Wifi,Kitchen,""Family/kid friendly"",""Suitable for events"",Washer,""Laptop friendly workspace""}",0,$44.00 ,$0.00 ,$20.00 ,1,$0.00 ,4,18,92,9,8,9,9,9,9,f,f,moderate,2018,4
within a day,83%,f,4,-22.92697384,-43.19265321,House,Private room,2,2,1,1,Real Bed,"{Wifi,Kitchen,""Suitable for events"",Washer,Essentials}",,$34.00 ,$0.00 ,$0.00 ,1,$16.00 ,5,3,93,10,9,10,9,9,10,f,f,moderate,2018,4
within an hour,100%,f,8,-22.9978008,-43.27483071,House,Private room,3,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",""Free street parking"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""BBQ grill"",""Patio or balcony"",""Garden or backyard""}",,$249.00 ,$500.00 ,,1,$100.00 ,2,4,100,10,10,10,10,10,10,f,f,strict,2018,4
,,f,2,-22.98272533,-43.19132302,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Elevator,Washer}",,$550.00 ,"$1,673.00 ",$512.00 ,1,$0.00 ,7,0,,,,,,,,f,f,flexible,2018,4
within a day,60%,f,42,-22.98660245,-43.20215328,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$379.00 ,,,1,$0.00 ,1,3,93,10,10,10,10,10,9,f,f,strict,2018,4
within an hour,100%,f,12,-22.98351588,-43.20204716,Apartment,Entire home/apt,6,2,2,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Wide doorway"",""Well-lit path to entrance"",""Host greets you""}",,$301.00 ,$600.00 ,$200.00 ,4,$30.00 ,3,18,96,10,10,10,10,10,9,f,f,strict,2018,4
within an hour,100%,f,34,-22.98967633,-43.21589171,Apartment,Entire home/apt,6,2,2,2,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly""}",,$799.00 ,"$1,000.00 ",$150.00 ,4,$50.00 ,2,22,95,9,8,10,10,10,8,t,f,strict,2018,4
,,f,1,-22.98002021,-43.22444256,Apartment,Entire home/apt,4,2,2,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Washer,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Hot water""}",,$212.00 ,"$1,000.00 ",$360.00 ,1,$0.00 ,5,8,95,9,10,10,10,10,9,f,f,strict,2018,4
within a day,60%,f,6,-22.96129307,-43.17195521,Apartment,Entire home/apt,6,1,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit""}",,$249.00 ,$500.00 ,$100.00 ,6,$50.00 ,5,10,87,9,8,9,8,9,9,f,f,strict,2018,4
,,f,2,-22.96369838,-43.19097803,House,Private room,2,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",,$51.00 ,,,1,$50.00 ,3,123,92,9,9,9,9,9,9,f,f,strict,2018,4
within an hour,100%,f,2,-22.87835325,-43.45583185,House,Entire home/apt,7,3,3,6,Real Bed,"{Internet,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Children’s books and toys"",""Hot water"",""Host greets you""}",0,$249.00 ,$500.00 ,,1,$210.00 ,1,3,100,10,10,9,10,9,10,t,f,strict,2018,4
within an hour,100%,f,11,-22.98581732,-43.19681362,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}",,$171.00 ,$0.00 ,$154.00 ,2,$137.00 ,2,32,94,9,9,10,10,10,9,f,f,moderate,2018,4
within a few hours,100%,f,3,-22.9300587,-43.18940979,Apartment,Entire home/apt,2,1,2,1,Real Bed,"{TV,Wifi,Kitchen,""Free street parking"",Washer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Dishes and silverware"",""Cooking basics"",Stove,""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Step-free access"",""Host greets you""}",,$500.00 ,$325.00 ,$120.00 ,1,$99.00 ,2,0,,,,,,,,f,f,moderate,2018,4
,,f,1,-22.95395321,-43.19737261,Apartment,Private room,2,1,1,1,Real Bed,"{TV,Wifi,Kitchen,""Smoking allowed"",""Family/kid friendly"",Washer,""Fire extinguisher"",""translation missing: en.hosting_amenity_50""}",,$120.00 ,$350.00 ,,1,$0.00 ,2,7,100,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,t,1,-22.98397757,-43.19806979,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,Washer,Essentials,""Lock on bedroom door"",""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed""}",,$82.00 ,,,1,$0.00 ,2,187,96,10,10,10,10,10,9,t,f,strict,2018,4
within a few hours,100%,f,1,-22.96281218,-43.22104873,Apartment,Entire home/apt,8,3,3,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Dryer}",,$799.00 ,"$2,000.00 ",$200.00 ,1,$0.00 ,3,0,,,,,,,,f,f,strict,2018,4
within a few hours,97%,f,50,-22.98499248,-43.20247147,Apartment,Entire home/apt,10,2.5,3,7,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Pack ’n Play/travel crib"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}",,$208.00 ,$900.00 ,$160.00 ,2,$60.00 ,2,159,93,10,9,10,10,10,9,t,f,moderate,2018,4
within an hour,80%,f,1,-22.98592376,-43.2286648,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Elevator,""Hot tub"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$680.00 ,"$1,419.00 ",,1,$0.00 ,2,22,95,10,9,10,10,10,9,f,f,strict,2018,4
within a day,63%,f,2,-22.90829799,-43.17806007,Other,Private room,10,1,1,1,Couch,"{Internet,Wifi,""Air conditioning"",Elevator}",,$62.00 ,,,1,$0.00 ,1,0,,,,,,,,f,f,moderate,2018,4
,,f,1,-22.99465442,-43.23555414,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",Washer,Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$133.00 ,,$157.00 ,2,$102.00 ,4,0,,,,,,,,f,f,strict,2018,4
within a few hours,100%,f,2,-22.91460934,-43.18925108,Apartment,Entire home/apt,2,1,1,1,Pull-out Sofa,"{TV,Internet,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Essentials}",0,$219.00 ,,,1,$0.00 ,5,17,93,9,9,9,10,9,9,f,f,strict,2018,4
within a few hours,100%,t,3,-22.98301076,-43.19307517,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Washer,Dryer,Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",646,$205.00 ,$683.00 ,$239.00 ,2,$34.00 ,3,19,95,10,10,10,10,10,9,t,f,strict,2018,4
within an hour,90%,f,55,-22.98333402,-43.20431491,Apartment,Entire home/apt,6,3,3,3,Real Bed,"{""Cable TV"",Internet,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator}",0,"$1,025.00 ",,,1,$0.00 ,1,1,100,10,10,10,10,10,8,f,f,flexible,2018,4
within an hour,67%,f,2,-22.91675144,-43.1787433,Apartment,Entire home/apt,3,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$225.00 ,$512.00 ,$171.00 ,2,$102.00 ,2,16,96,10,10,10,9,9,9,f,f,strict,2018,4
within an hour,100%,t,11,-22.9813104,-43.19357732,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Washer,Dryer,""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$598.00 ,"$1,200.00 ",$150.00 ,2,$150.00 ,14,4,90,10,9,10,10,8,9,f,f,strict,2018,4
,,f,2,-22.95374604,-43.18222417,Apartment,Entire home/apt,6,2,2,3,Real Bed,"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,Washer}",,$799.00 ,,,1,$0.00 ,5,0,,,,,,,,f,f,strict,2018,4
,,f,1,-22.98507308,-43.45372694,House,Private room,6,3.5,1,3,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",""Family/kid friendly"",Washer,Dryer}",,$342.00 ,"$2,920.00 ",,1,$341.00 ,7,0,,,,,,,,f,f,strict,2018,4
a few days or more,0%,f,1,-22.98616144,-43.19448197,Apartment,Entire home/apt,6,2,3,4,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Iron}",,$499.00 ,$0.00 ,$200.00 ,1,$0.00 ,5,3,100,10,10,10,10,10,10,f,f,strict,2018,4
within a few hours,100%,f,2,-22.91910125,-43.22216647,Apartment,Entire home/apt,6,1,1,5,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",484,$68.00 ,$500.00 ,$150.00 ,2,$15.00 ,5,1,80,8,10,10,10,8,8,f,f,strict,2018,4
within a few hours,100%,t,1,-22.98574648,-43.22518891,Loft,Entire home/apt,6,2,2,4,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Suitable for events"",Washer,Dryer,Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Ethernet connection""}",1500,$376.00 ,"$1,025.00 ",$0.00 ,2,$102.00 ,1,63,93,10,9,10,10,10,9,t,f,strict,2018,4
within an hour,100%,t,5,-22.9707294,-43.18693911,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Crib,""Room-darkening shades"",""Hot water"",Microwave,""Coffee maker"",""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed""}",,$280.00 ,$500.00 ,$150.00 ,2,$25.00 ,3,83,99,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,f,3,-22.9691927,-43.18718864,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Hangers,Iron,""Laptop friendly workspace"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Step-free access"",""Step-free access"",Beachfront}",,$151.00 ,$350.00 ,$160.00 ,2,$25.00 ,2,73,90,9,9,10,9,10,9,t,f,strict,2018,4
within an hour,100%,f,6,-22.97717114,-43.19051727,Apartment,Entire home/apt,8,3,3,5,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Elevator,""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Luggage dropoff allowed"",""Long term stays allowed"",Other}",,$550.00 ,$0.00 ,$250.00 ,1,$0.00 ,3,5,100,10,10,10,10,10,10,f,f,strict,2018,4
within a few hours,100%,t,3,-22.96283894,-43.17537742,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""translation missing: en.hosting_amenity_50""}",0,$110.00 ,$400.00 ,$160.00 ,2,$18.00 ,3,20,93,10,10,10,10,10,10,f,f,strict,2018,4
within an hour,100%,f,2,-22.96655039,-43.17885934,Apartment,Entire home/apt,5,1.5,2,5,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",,$400.00 ,,$150.00 ,4,$0.00 ,4,44,95,10,10,10,10,10,9,f,f,strict,2018,4
within an hour,100%,f,6,-22.97946557,-43.22582138,Apartment,Private room,2,1,1,1,Real Bed,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Host greets you""}",,$130.00 ,$0.00 ,$100.00 ,1,$0.00 ,1,23,87,9,8,10,10,9,8,t,f,strict,2018,4
within a day,50%,f,1,-22.98137705,-43.24036065,House,Shared room,1,1,1,1,Real Bed,"{Internet,Wifi,Kitchen,Washer,""First aid kit"",Shampoo,Iron,""Laptop friendly workspace""}",,$51.00 ,,,1,$0.00 ,3,3,100,9,8,9,9,10,9,t,f,strict,2018,4
within a few hours,100%,f,14,-23.00450466,-43.39065326,Parking Space,Private room,5,3,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Pool,""Free parking on premises"",Doorman,Gym,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer}",,$72.00 ,,,1,$65.00 ,1,33,94,10,9,10,10,10,9,f,f,flexible,2018,4
within an hour,100%,f,11,-22.98437734,-43.19656266,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Free street parking"",""Family/kid friendly"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",""Front desk/doorperson"",""Hot water"",""Bed linens"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Well-lit path to entrance""}",,$130.00 ,$0.00 ,$154.00 ,1,$0.00 ,2,24,86,9,9,10,10,10,9,f,f,strict,2018,4
,,f,2,-22.98235354,-43.19055754,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Essentials,Shampoo,""Hair dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$236.00 ,,$220.00 ,2,$60.00 ,2,15,100,10,10,10,10,10,10,f,f,strict,2018,4
within a few hours,100%,f,1,-22.97408125,-43.19401359,Apartment,Private room,1,1.5,1,1,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,""Pets live on this property"",Cat(s),Elevator,""Suitable for events"",Washer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$116.00 ,,,1,$0.00 ,1,10,87,9,10,9,9,9,9,f,f,moderate,2018,4
within an hour,100%,f,2,-22.98499752,-43.20728832,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,Washer,Dryer,""Fire extinguisher""}",,$301.00 ,$315.00 ,,1,$0.00 ,1,0,,,,,,,,f,f,strict,2018,4
within an hour,100%,f,5,-22.91810384,-43.1818164,Apartment,Entire home/apt,4,1,2,2,Real Bed,"{TV,Wifi,Kitchen,""Buzzer/wireless intercom"",Washer,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$151.00 ,$500.00 ,$340.00 ,1,$0.00 ,2,2,100,10,10,10,10,9,10,f,f,strict,2018,4
,,f,1,-22.92025256,-43.18898266,Dorm,Private room,2,1,1,1,Real Bed,"{TV,Internet,Wifi,""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Pets allowed"",""Family/kid friendly"",Washer}",,$181.00 ,,,1,$100.00 ,1,0,,,,,,,,f,f,flexible,2018,4
within an hour,100%,f,2,-22.97461771,-43.19234839,Apartment,Entire home/apt,6,1.5,2,5,Real Bed,"{""Cable TV"",Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Host greets you""}",,$249.00 ,$500.00 ,$150.00 ,1,$0.00 ,2,37,92,9,9,10,10,10,9,t,f,strict,2018,4
within an hour,100%,t,2,-22.95533557,-43.19014811,Apartment,Entire home/apt,4,2,1,3,Real Bed,"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,""Buzzer/wireless intercom"",Washer,Essentials,Hangers,""Hair dryer""}",,$181.00 ,"$1,000.00 ",,1,$0.00 ,3,17,96,9,9,10,10,9,9,t,f,strict,2018,4
